Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zpox,branch-v5t4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
5,1709127321262,28/02/2024 13:35:21,1709127321000,2,28/02/2024 15:35:21,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2501.600000023842,,,,,0,1,0,,,,,,instructions_Jewish
6,1709127321262,28/02/2024 13:35:21,1709127321023,2,28/02/2024 15:35:21,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,6566,,,,,0,1,0,,,,,,
1,1709130062882,28/02/2024 14:21:02,1709130062708,2,28/02/2024 16:21:02,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709130063973,28/02/2024 14:21:03,1709130063821,2,28/02/2024 16:21:03,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,880,,,,,0,1,0,,,,,,instructions_Jewish
3,1709130074381,28/02/2024 14:21:14,1709130074242,2,28/02/2024 16:21:14,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,10439,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709130074781,28/02/2024 14:21:14,1709130074627,2,28/02/2024 16:21:14,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,10779,,,52,,0,1,0,,,,,,instructions_Jewish
5,1709130074948,28/02/2024 14:21:14,1709130074631,2,28/02/2024 16:21:14,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,10779,,,,,0,1,0,,,,,,instructions_Jewish
6,1709130074948,28/02/2024 14:21:14,1709130074646,2,28/02/2024 16:21:14,143127,17,task-sfst,,35589345,BLIND,10515887,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,11938,,,,,0,1,0,,,,,,
1,1709130474006,28/02/2024 14:27:54,1709130473791,2,28/02/2024 16:27:53,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709130480787,28/02/2024 14:28:00,1709130480171,2,28/02/2024 16:28:00,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4689,,,,,0,1,0,,,,,,instructions_Jewish
3,1709130481176,28/02/2024 14:28:01,1709130480905,2,28/02/2024 16:28:00,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,734,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709130481694,28/02/2024 14:28:01,1709130481485,2,28/02/2024 16:28:01,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,1291,,,3,,0,1,0,,,,,,instructions_Jewish
5,1709130481963,28/02/2024 14:28:01,1709130481488,2,28/02/2024 16:28:01,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,1291,,,,,0,1,0,,,,,,instructions_Jewish
6,1709130481963,28/02/2024 14:28:01,1709130481502,2,28/02/2024 16:28:01,143127,17,task-sfst,,35589604,BLIND,10515918,,complete,,,mobile,Apple iPhone,iOS 17.4,Mobile Safari 17.4,428x926,832x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,7711,,,,,0,1,0,,,,,,
1,1709130309408,28/02/2024 14:25:09,1709130309476,2,28/02/2024 16:25:09,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709130319318,28/02/2024 14:25:19,1709130319265,2,28/02/2024 16:25:19,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,9222,,,,,0,1,0,,,,,,instructions_Jewish
3,1709130321277,28/02/2024 14:25:21,1709130321166,2,28/02/2024 16:25:21,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1908,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709130321844,28/02/2024 14:25:21,1709130321812,2,28/02/2024 16:25:21,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2483,,,17,,0,1,0,,,,,,instructions_Jewish
5,1709130322156,28/02/2024 14:25:22,1709130321817,2,28/02/2024 16:25:21,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2483,,,,,0,1,0,,,,,,instructions_Jewish
6,1709130322156,28/02/2024 14:25:22,1709130321887,2,28/02/2024 16:25:21,143127,17,task-sfst,,35589453,BLIND,10515942,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,12411,,,,,0,1,0,,,,,,
1,1709131317423,28/02/2024 14:41:57,1709131317153,2,28/02/2024 16:41:57,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709131318062,28/02/2024 14:41:58,1709131317819,2,28/02/2024 16:41:57,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,633,,,,,0,1,0,,,,,,instructions_Jewish
3,1709131319958,28/02/2024 14:41:59,1709131319694,2,28/02/2024 16:41:59,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1863,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709131321086,28/02/2024 14:42:01,1709131320842,2,28/02/2024 16:42:00,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2998,,,50,,0,1,0,,,,,,instructions_Jewish
5,1709131321269,28/02/2024 14:42:01,1709131320844,2,28/02/2024 16:42:00,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2998,,,,,0,1,0,,,,,,instructions_Jewish
6,1709131321269,28/02/2024 14:42:01,1709131320859,2,28/02/2024 16:42:00,143127,17,task-sfst,,35590117,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,3706,,,,,0,1,0,,,,,,
1,1709132573742,28/02/2024 15:02:53,1709132573285,2,28/02/2024 17:02:53,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709132578384,28/02/2024 15:02:58,1709132577983,2,28/02/2024 17:02:57,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4528.600000023842,,,,,0,1,0,,,,,,instructions_Jewish
3,1709132579487,28/02/2024 15:02:59,1709132579076,2,28/02/2024 17:02:59,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1091.3999999999996,,,40,,0,1,0,,,,,,instructions_Jewish
4,1709132582053,28/02/2024 15:03:02,1709132581657,2,28/02/2024 17:03:01,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3667,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709132582164,28/02/2024 15:03:02,1709132581658,2,28/02/2024 17:03:01,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3667,,,,,0,1,0,,,,,,instructions_Jewish
6,1709132582164,28/02/2024 15:03:02,1709132581668,2,28/02/2024 17:03:01,143127,17,task-sfst,,35590844,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,8383,,,,,0,1,0,,,,,,
1,1709132549591,28/02/2024 15:02:29,1709132550760,2,28/02/2024 17:02:30,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709132554859,28/02/2024 15:02:34,1709132556051,2,28/02/2024 17:02:36,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,5153.099999904633,,,,,0,1,0,,,,,,instructions_Jewish
3,1709132560039,28/02/2024 15:02:40,1709132561147,2,28/02/2024 17:02:41,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,5082.999999999999,,,2,,0,1,0,,,,,,instructions_Jewish
4,1709132561613,28/02/2024 15:02:41,1709132562809,2,28/02/2024 17:02:42,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,6747.200000047684,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709132561743,28/02/2024 15:02:41,1709132562810,2,28/02/2024 17:02:42,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,6747.200000047684,,,,,0,1,0,,,,,,instructions_Jewish
6,1709132561743,28/02/2024 15:02:41,1709132562829,2,28/02/2024 17:02:42,143127,17,task-sfst,,35590822,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,12069,,,,,0,1,0,,,,,,
1,1709132843571,28/02/2024 15:07:23,1709132843012,2,28/02/2024 17:07:23,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709132849320,28/02/2024 15:07:29,1709132848797,2,28/02/2024 17:07:28,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,5613.399999991059,,,,,0,1,0,,,,,,instructions_Jewish
3,1709132854730,28/02/2024 15:07:34,1709132854201,2,28/02/2024 17:07:34,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,5383.5,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709132860618,28/02/2024 15:07:40,1709132860099,2,28/02/2024 17:07:40,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,11248.09999999404,,,7,,0,1,0,,,,,,instructions_Jewish
5,1709132860845,28/02/2024 15:07:40,1709132860102,2,28/02/2024 17:07:40,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,11248.09999999404,,,,,0,1,0,,,,,,instructions_Jewish
6,1709132860845,28/02/2024 15:07:40,1709132860151,2,28/02/2024 17:07:40,143127,17,task-sfst,,35591034,BLIND,10516372,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,793x304,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,17139,,,,,0,1,0,,,,,,
1,1709133909286,28/02/2024 15:25:09,1709133909050,2,28/02/2024 17:25:09,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709133916586,28/02/2024 15:25:16,1709133916350,2,28/02/2024 17:25:16,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,6563,,,,,0,1,0,,,,,,instructions_Jewish
3,1709133919637,28/02/2024 15:25:19,1709133919386,2,28/02/2024 17:25:19,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,3034,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709133922043,28/02/2024 15:25:22,1709133921808,2,28/02/2024 17:25:21,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,5429,,,3,,0,1,0,,,,,,instructions_Jewish
5,1709133922147,28/02/2024 15:25:22,1709133921811,2,28/02/2024 17:25:21,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,5429,,,,,0,1,0,,,,,,instructions_Jewish
6,1709133922147,28/02/2024 15:25:22,1709133921830,2,28/02/2024 17:25:21,143127,17,task-sfst,,35591856,BLIND,10516415,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,414x896,800x331,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,12780,,,,,0,1,0,,,,,,
1,1709134204896,28/02/2024 15:30:04,1709134204282,2,28/02/2024 17:30:04,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709134212387,28/02/2024 15:30:12,1709134211822,2,28/02/2024 17:30:11,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,7362.600000143051,,,,,0,1,0,,,,,,instructions_Jewish
3,1709134214013,28/02/2024 15:30:14,1709134213428,2,28/02/2024 17:30:13,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1619.1779999999999,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709134215527,28/02/2024 15:30:15,1709134214955,2,28/02/2024 17:30:14,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3096.7000000476837,,,3,,0,1,0,,,,,,instructions_Jewish
5,1709134215643,28/02/2024 15:30:15,1709134214957,2,28/02/2024 17:30:14,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3096.7000000476837,,,,,0,1,0,,,,,,instructions_Jewish
6,1709134215643,28/02/2024 15:30:15,1709134214995,2,28/02/2024 17:30:14,143127,17,task-sfst,,35592101,BLIND,10516645,,complete,,,mobile,Samsung SM-G780G,Android 11,Samsung Browser 23.0,800x360,723x288,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,10713,,,,,0,1,0,,,,,,
1,1709137041967,28/02/2024 16:17:21,1709137039580,2,28/02/2024 18:17:19,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709137053781,28/02/2024 16:17:33,1709137051373,2,28/02/2024 18:17:31,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,9430.599999997765,,,,,0,1,0,,,,,,instructions_Jewish
3,1709137055709,28/02/2024 16:17:35,1709137053273,2,28/02/2024 18:17:33,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1969.0869999999995,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709137057742,28/02/2024 16:17:37,1709137055614,2,28/02/2024 18:17:35,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,4076.400000002235,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709137058319,28/02/2024 16:17:38,1709137055621,2,28/02/2024 18:17:35,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,4076.400000002235,,,,,0,1,0,,,,,,instructions_Jewish
6,1709137058319,28/02/2024 16:17:38,1709137055862,2,28/02/2024 18:17:35,143127,17,task-sfst,,35594015,BLIND,10516756,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,570x320,980x445,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,16282,,,,,0,1,0,,,,,,
