Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zpox,branch-v5t4,Randomise questionnaire elements?,Question Key,Response
13,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,education-quantised,5
14,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,language ,כן
15,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,language -quantised,1
16,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
17,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision-quantised,2
18,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,children,2
19,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES,5
20,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES-quantised,6
21,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,response-7,
22,1.70914E+12,28/02/2024 18:08,1.70914E+12,2,28/02/2024 20:08,143127,17,questionnaire-jj6n,,35599003,BLIND,10518841,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 122.0.0.0,873x393,980x375,,,,Demographics_ex1,7,Jewish_First,accepted,No,END QUESTIONNAIRE,59823
1,1.70915E+12,28/02/2024 18:42,1.70915E+12,2,28/02/2024 20:42,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,age,23
3,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,age-quantised,7
4,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,gender,אישה
5,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-quantised,2
6,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-text,
7,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-4,יהודי/ת
9,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-8,חרד/ית
10,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-text,
11,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity,10
12,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity-quantised,10
13,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,education,השלמתי בית ספר תיכון
14,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,education-quantised,4
15,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,language ,כן
16,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,language -quantised,1
17,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
18,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,vision-quantised,2
19,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,children,2
20,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES,5
21,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES-quantised,6
22,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,response-7,
23,1.70915E+12,28/02/2024 18:44,1.70915E+12,2,28/02/2024 20:44,143127,17,questionnaire-jj6n,,35599998,BLIND,10519057,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 122.0.0.0,1536x864,1482x746,,,,Demographics_ex1,7,Arab_First,accepted,No,END QUESTIONNAIRE,89834
1,1.70915E+12,28/02/2024 19:06,1.70915E+12,2,28/02/2024 21:06,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,age,38
3,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,age-quantised,22
4,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender,אישה
5,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-quantised,2
6,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-text,
7,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-4,יהודי/ת
9,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-text,
10,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity,8
11,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity-quantised,8
12,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,education,למדתי לימודים מתקדמים מעבר לתואר ראשון
13,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,education-quantised,7
14,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,language ,לא
15,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,language -quantised,2
16,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision,כן
17,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision-quantised,1
18,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,children,2
19,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES,6
20,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES-quantised,5
21,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,response-7,
22,1.70915E+12,28/02/2024 19:07,1.70915E+12,2,28/02/2024 21:07,143127,17,questionnaire-jj6n,,35600505,BLIND,10519217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1280x720,1280x585,,,,Demographics_ex1,7,Jewish_First,accepted,No,END QUESTIONNAIRE,106059
1,1.70915E+12,28/02/2024 19:26,1.70915E+12,2,28/02/2024 21:26,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,age,27
3,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,age-quantised,11
4,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,gender,גבר
5,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-quantised,1
6,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-text,
7,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-4,יהודי/ת
9,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-8,חרד/ית
10,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-text,
11,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity,10
12,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity-quantised,10
13,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,education,מעדיף/מעדיפה לא לענות
14,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,education-quantised,8
15,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,language ,כן
16,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,language -quantised,1
17,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
18,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,vision-quantised,2
19,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,children,0
20,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES,6
21,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES-quantised,5
22,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,response-7,
23,1.70915E+12,28/02/2024 19:27,1.70915E+12,2,28/02/2024 21:27,143127,17,questionnaire-jj6n,,35600962,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,Demographics_ex1,7,Arab_First,accepted,No,END QUESTIONNAIRE,66370
1,1.70915E+12,28/02/2024 20:02,1.70915E+12,2,28/02/2024 22:02,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,age,32
3,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,age-quantised,16
4,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender,אישה
5,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-quantised,2
6,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-text,
7,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-text,
9,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity,2
10,1.70915E+12,28/02/2024 20:03,1.70915E+12,2,28/02/2024 22:03,143127,17,questionnaire-jj6n,,35602088,BLIND,10519805,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x551,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity-quantised,2
