Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
5,1716281412202,21/05/2024 08:50:12,1716292212202,3,21/05/2024 14:50:12,142922,38,questionnaire-qwx3,,37761509,BLIND,11123729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1920x869,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,16,,,Thermometer,1,object-4
6,1716281412203,21/05/2024 08:50:12,1716292212203,3,21/05/2024 14:50:12,142922,38,questionnaire-qwx3,,37761509,BLIND,11123729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1920x869,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716281412203,21/05/2024 08:50:12,1716292212203,3,21/05/2024 14:50:12,142922,38,questionnaire-qwx3,,37761509,BLIND,11123729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1920x869,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,arabs,4,object-11
8,1716281412203,21/05/2024 08:50:12,1716292212203,3,21/05/2024 14:50:12,142922,38,questionnaire-qwx3,,37761509,BLIND,11123729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1920x869,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716281933625,21/05/2024 08:58:53,1716292733625,3,21/05/2024 14:58:53,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716282472791,21/05/2024 09:07:52,1716293272791,3,21/05/2024 15:07:52,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716282484933,21/05/2024 09:08:04,1716293284933,3,21/05/2024 15:08:04,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716282484935,21/05/2024 09:08:04,1716293284935,3,21/05/2024 15:08:04,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716282505571,21/05/2024 09:08:25,1716293305571,3,21/05/2024 15:08:25,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,75,,,Thermometer,1,object-4
6,1716282505571,21/05/2024 09:08:25,1716293305571,3,21/05/2024 15:08:25,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,93,,,jews,3,object-10
7,1716282505571,21/05/2024 09:08:25,1716293305571,3,21/05/2024 15:08:25,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,27,,,arabs,4,object-11
8,1716282505572,21/05/2024 09:08:25,1716293305572,3,21/05/2024 15:08:25,142922,38,questionnaire-qwx3,,37761763,BLIND,11123824,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,2560x1080,2560x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716287690150,21/05/2024 10:34:50,1716298490150,3,21/05/2024 16:34:50,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716287692334,21/05/2024 10:34:52,1716298492334,3,21/05/2024 16:34:52,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716287700782,21/05/2024 10:35:00,1716298500782,3,21/05/2024 16:35:00,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716287700785,21/05/2024 10:35:00,1716298500785,3,21/05/2024 16:35:00,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716287714896,21/05/2024 10:35:14,1716298514896,3,21/05/2024 16:35:14,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,42,,,Thermometer,1,object-4
6,1716287714896,21/05/2024 10:35:14,1716298514896,3,21/05/2024 16:35:14,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,79,,,jews,3,object-10
7,1716287714897,21/05/2024 10:35:14,1716298514897,3,21/05/2024 16:35:14,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,47,,,arabs,4,object-11
8,1716287714897,21/05/2024 10:35:14,1716298514897,3,21/05/2024 16:35:14,142922,38,questionnaire-qwx3,,37764482,BLIND,11124393,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x598,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716287749792,21/05/2024 10:35:49,1716298549792,3,21/05/2024 16:35:49,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716287751400,21/05/2024 10:35:51,1716298551400,3,21/05/2024 16:35:51,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716287755630,21/05/2024 10:35:55,1716298555630,3,21/05/2024 16:35:55,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716287755633,21/05/2024 10:35:55,1716298555633,3,21/05/2024 16:35:55,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716287779674,21/05/2024 10:36:19,1716298579674,3,21/05/2024 16:36:19,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,47,,,Thermometer,1,object-4
6,1716287779674,21/05/2024 10:36:19,1716298579674,3,21/05/2024 16:36:19,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716287779674,21/05/2024 10:36:19,1716298579674,3,21/05/2024 16:36:19,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,76,,,arabs,4,object-11
8,1716287779675,21/05/2024 10:36:19,1716298579675,3,21/05/2024 16:36:19,142922,38,questionnaire-qwx3,,37764505,BLIND,11124394,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716289661934,21/05/2024 11:07:41,1716300461934,3,21/05/2024 17:07:41,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716289664194,21/05/2024 11:07:44,1716300464194,3,21/05/2024 17:07:44,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716289674678,21/05/2024 11:07:54,1716300474678,3,21/05/2024 17:07:54,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716289674679,21/05/2024 11:07:54,1716300474679,3,21/05/2024 17:07:54,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716289696563,21/05/2024 11:08:16,1716300496563,3,21/05/2024 17:08:16,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,99,,,Thermometer,1,object-4
6,1716289696563,21/05/2024 11:08:16,1716300496563,3,21/05/2024 17:08:16,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,81,,,jews,3,object-10
7,1716289696563,21/05/2024 11:08:16,1716300496563,3,21/05/2024 17:08:16,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,18,,,arabs,4,object-11
8,1716289696563,21/05/2024 11:08:16,1716300496563,3,21/05/2024 17:08:16,142922,38,questionnaire-qwx3,,37765560,BLIND,11124586,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 125.0.0.0,1512x982,1512x733,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716289913924,21/05/2024 11:11:53,1716300713924,3,21/05/2024 17:11:53,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716289916997,21/05/2024 11:11:56,1716300716997,3,21/05/2024 17:11:56,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716289923358,21/05/2024 11:12:03,1716300723358,3,21/05/2024 17:12:03,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716289923364,21/05/2024 11:12:03,1716300723364,3,21/05/2024 17:12:03,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716289941297,21/05/2024 11:12:21,1716300741297,3,21/05/2024 17:12:21,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,1,,,Thermometer,1,object-4
6,1716289941298,21/05/2024 11:12:21,1716300741298,3,21/05/2024 17:12:21,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,99,,,jews,3,object-10
7,1716289941298,21/05/2024 11:12:21,1716300741298,3,21/05/2024 17:12:21,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,98,,,arabs,4,object-11
8,1716289941298,21/05/2024 11:12:21,1716300741298,3,21/05/2024 17:12:21,142922,38,questionnaire-qwx3,,37765645,BLIND,11124600,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x585,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716290498860,21/05/2024 11:21:38,1716301298860,3,21/05/2024 17:21:38,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716290500156,21/05/2024 11:21:40,1716301300156,3,21/05/2024 17:21:40,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716290503982,21/05/2024 11:21:43,1716301303982,3,21/05/2024 17:21:43,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716290503983,21/05/2024 11:21:43,1716301303983,3,21/05/2024 17:21:43,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716290523476,21/05/2024 11:22:03,1716301323476,3,21/05/2024 17:22:03,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,24,,,Thermometer,1,object-4
6,1716290523476,21/05/2024 11:22:03,1716301323476,3,21/05/2024 17:22:03,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716290523476,21/05/2024 11:22:03,1716301323476,3,21/05/2024 17:22:03,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,89,,,arabs,4,object-11
8,1716290523476,21/05/2024 11:22:03,1716301323476,3,21/05/2024 17:22:03,142922,38,questionnaire-qwx3,,37765869,BLIND,11124683,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716290886725,21/05/2024 11:28:06,1716301686725,3,21/05/2024 17:28:06,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716290889152,21/05/2024 11:28:09,1716301689152,3,21/05/2024 17:28:09,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716290893582,21/05/2024 11:28:13,1716301693582,3,21/05/2024 17:28:13,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716290893584,21/05/2024 11:28:13,1716301693584,3,21/05/2024 17:28:13,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716290906233,21/05/2024 11:28:26,1716301706233,3,21/05/2024 17:28:26,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,26,,,Thermometer,1,object-4
6,1716290906233,21/05/2024 11:28:26,1716301706233,3,21/05/2024 17:28:26,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,86,,,jews,3,object-10
7,1716290906233,21/05/2024 11:28:26,1716301706233,3,21/05/2024 17:28:26,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,32,,,arabs,4,object-11
8,1716290906234,21/05/2024 11:28:26,1716301706234,3,21/05/2024 17:28:26,142922,38,questionnaire-qwx3,,37765974,BLIND,11124715,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 123.0.0.0,1440x900,1432x786,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716291442084,21/05/2024 11:37:22,1716302242084,3,21/05/2024 17:37:22,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716291445919,21/05/2024 11:37:25,1716302245919,3,21/05/2024 17:37:25,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716291469346,21/05/2024 11:37:49,1716302269346,3,21/05/2024 17:37:49,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716291469349,21/05/2024 11:37:49,1716302269349,3,21/05/2024 17:37:49,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716291507414,21/05/2024 11:38:27,1716302307414,3,21/05/2024 17:38:27,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,99,,,Thermometer,1,object-4
6,1716291507414,21/05/2024 11:38:27,1716302307414,3,21/05/2024 17:38:27,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,0,,,jews,3,object-10
7,1716291507414,21/05/2024 11:38:27,1716302307414,3,21/05/2024 17:38:27,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,,,,arabs,4,object-11
8,1716291507414,21/05/2024 11:38:27,1716302307414,3,21/05/2024 17:38:27,142922,38,questionnaire-qwx3,,37766134,BLIND,11124623,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716293109896,21/05/2024 12:05:09,1716303909896,3,21/05/2024 18:05:09,142922,38,questionnaire-qwx3,,37766723,BLIND,11125027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x1001,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716293113999,21/05/2024 12:05:13,1716303913999,3,21/05/2024 18:05:13,142922,38,questionnaire-qwx3,,37766723,BLIND,11125027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x1001,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716293128498,21/05/2024 12:05:28,1716303928498,3,21/05/2024 18:05:28,142922,38,questionnaire-qwx3,,37766723,BLIND,11125027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x1001,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716293128499,21/05/2024 12:05:28,1716303928499,3,21/05/2024 18:05:28,142922,38,questionnaire-qwx3,,37766723,BLIND,11125027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x1001,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
