Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
3,1716308809515,21/05/2024 16:26:49,1716308807800,1,21/05/2024 17:26:47,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,10777.599999964237,,,,,0,1,0,,,,,,Instr1,
4,1716308816935,21/05/2024 16:26:56,1716308815222,1,21/05/2024 17:26:55,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,7416.5,,,,,0,1,0,,,,,,AC1,
5,1716308820883,21/05/2024 16:27:00,1716308819185,1,21/05/2024 17:26:59,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3948.2999999523163,,,,,0,1,0,,,,,,Instr2,
6,1716308820940,21/05/2024 16:27:00,1716308819187,1,21/05/2024 17:26:59,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,55565,,,,,0,1,0,,,,,,,
1,1716308855137,21/05/2024 16:27:35,1716308855049,3,21/05/2024 19:27:35,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716308949292,21/05/2024 16:29:09,1716308948998,3,21/05/2024 19:29:08,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,93880.90000009537,,,,,0,1,0,,,,,,Instr1,
3,1716308996438,21/05/2024 16:29:56,1716308996132,3,21/05/2024 19:29:56,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,47126.800000190735,,,,,0,1,0,,,,,,Instr1,
4,1716309009738,21/05/2024 16:30:09,1716309009678,3,21/05/2024 19:30:09,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,13520.399999999994,,,,,0,1,0,,,,,,AC1,
5,1716309039522,21/05/2024 16:30:39,1716309039235,3,21/05/2024 19:30:39,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,29546,,,,,0,1,0,,,,,,Instr2,
6,1716309039625,21/05/2024 16:30:39,1716309039241,3,21/05/2024 19:30:39,142922,38,task-ba8o,,37772292,BLIND,11126863,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,184193,,,,,0,1,0,,,,,,,
1,1716310366442,21/05/2024 16:52:46,1716310368447,3,21/05/2024 19:52:48,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716310405602,21/05/2024 16:53:25,1716310407667,3,21/05/2024 19:53:27,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,38982.7000002861,,,,,0,1,0,,,,,,Instr1,
3,1716310442800,21/05/2024 16:54:02,1716310444884,3,21/05/2024 19:54:04,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,37198,,,,,0,1,0,,,,,,Instr1,
4,1716310447362,21/05/2024 16:54:07,1716310449439,3,21/05/2024 19:54:09,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4499.600000000006,,,,,0,1,0,,,,,,AC1,
5,1716310456013,21/05/2024 16:54:16,1716310458063,3,21/05/2024 19:54:18,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,8597.400000095367,,,,,0,1,0,,,,,,Instr2,
6,1716310456128,21/05/2024 16:54:16,1716310458069,3,21/05/2024 19:54:18,142922,38,task-ba8o,,37772906,BLIND,11127004,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1360x768,1360x607,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,89623,,,,,0,1,0,,,,,,,
1,1716310721354,21/05/2024 16:58:41,1716310722704,3,21/05/2024 19:58:42,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716310772910,21/05/2024 16:59:32,1716310774318,3,21/05/2024 19:59:34,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,51476.199999928474,,,,,0,1,0,,,,,,Instr1,
3,1716310800370,21/05/2024 17:00:00,1716310801777,3,21/05/2024 20:00:01,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,27438.600000023842,,,,,0,1,0,,,,,,Instr1,
4,1716310839957,21/05/2024 17:00:39,1716310841360,3,21/05/2024 20:00:41,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
5,1716310858878,21/05/2024 17:00:58,1716310860289,3,21/05/2024 20:01:00,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,18912.399999999998,,,,,0,1,0,,,,,,AC1,
6,1716310869276,21/05/2024 17:01:09,1716310870683,3,21/05/2024 20:01:10,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,10353.099999904633,,,,,0,1,0,,,,,,Instr2,
7,1716310869411,21/05/2024 17:01:09,1716310870690,3,21/05/2024 20:01:10,142922,38,task-ba8o,,37773027,BLIND,11127027,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,29330,,,,,0,1,0,,,,,,,
1,1716312005835,21/05/2024 17:20:05,1716312006456,3,21/05/2024 20:20:06,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716312067481,21/05/2024 17:21:07,1716312067779,3,21/05/2024 20:21:07,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,61277.90000003576,,,,,0,1,0,,,,,,Instr1,
3,1716312075510,21/05/2024 17:21:15,1716312075850,3,21/05/2024 20:21:15,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,8060.199999988079,,,,,0,1,0,,,,,,Instr1,
4,1716312082586,21/05/2024 17:21:22,1716312083182,3,21/05/2024 20:21:23,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,7316,,,,,0,1,0,,,,,,AC1,
5,1716312094246,21/05/2024 17:21:34,1716312094583,3,21/05/2024 20:21:34,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,11376.099999964237,,,,,0,1,0,,,,,,Instr2,
6,1716312094390,21/05/2024 17:21:34,1716312094588,3,21/05/2024 20:21:34,142922,38,task-ba8o,,37773482,BLIND,11127136,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,88131,,,,,0,1,0,,,,,,,
1,1716312693849,21/05/2024 17:31:33,1716312693748,3,21/05/2024 20:31:33,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716312760405,21/05/2024 17:32:40,1716312760327,3,21/05/2024 20:32:40,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,66557,,,,,0,1,0,,,,,,Instr1,
3,1716312777202,21/05/2024 17:32:57,1716312777138,3,21/05/2024 20:32:57,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,16805.69999998808,,,,,0,1,0,,,,,,Instr1,
4,1716312783659,21/05/2024 17:33:03,1716312783605,3,21/05/2024 20:33:03,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,6489.823000000004,,,,,0,1,0,,,,,,AC1,
5,1716312796266,21/05/2024 17:33:16,1716312796191,3,21/05/2024 20:33:16,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,12579.300000011921,,,,,0,1,0,,,,,,Instr2,
6,1716312796403,21/05/2024 17:33:16,1716312796193,3,21/05/2024 20:33:16,142922,38,task-ba8o,,37773776,BLIND,11127192,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 116.0.1938.76,1920x1080,1872x929,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,102445,,,,,0,1,0,,,,,,,
1,1716312736676,21/05/2024 17:32:16,1716312738854,3,21/05/2024 20:32:18,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716312764549,21/05/2024 17:32:44,1716312766765,3,21/05/2024 20:32:46,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,27860.79999999702,,,,,0,1,0,,,,,,Instr1,
3,1716312775201,21/05/2024 17:32:55,1716312777029,3,21/05/2024 20:32:57,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,10250.40000000596,,,,,0,1,0,,,,,,Instr1,
4,1716312778218,21/05/2024 17:32:58,1716312780435,3,21/05/2024 20:33:00,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,3399.9000000000015,,,,,0,1,0,,,,,,AC1,
5,1716312784932,21/05/2024 17:33:04,1716312787148,3,21/05/2024 20:33:07,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6701,,,,,0,1,0,,,,,,Instr2,
6,1716312785136,21/05/2024 17:33:05,1716312787159,3,21/05/2024 20:33:07,142922,38,task-ba8o,,37773799,BLIND,11127222,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,48305,,,,,0,1,0,,,,,,,
1,1716314321077,21/05/2024 17:58:41,1716314320692,3,21/05/2024 20:58:40,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716314394261,21/05/2024 17:59:54,1716314393941,3,21/05/2024 20:59:53,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,73224.40000003576,,,,,0,1,0,,,,,,Instr1,
3,1716314403053,21/05/2024 18:00:03,1716314402732,3,21/05/2024 21:00:02,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,8786.800000011921,,,,,0,1,0,,,,,,Instr1,
4,1716314412400,21/05/2024 18:00:12,1716314412066,3,21/05/2024 21:00:12,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,9334.099999999991,,,,,0,1,0,,,,,,AC1,
5,1716314417379,21/05/2024 18:00:17,1716314417033,3,21/05/2024 21:00:17,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4957.299999952316,,,,,0,1,0,,,,,,Instr2,
6,1716314417504,21/05/2024 18:00:17,1716314417036,3,21/05/2024 21:00:17,142922,38,task-ba8o,,37774345,BLIND,11127342,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1920x1080,1872x958,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,96344,,,,,0,1,0,,,,,,,
1,1716314724971,21/05/2024 18:05:24,1716314724869,3,21/05/2024 21:05:24,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716314778978,21/05/2024 18:06:18,1716314778717,3,21/05/2024 21:06:18,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,53798.10000002384,,,,,0,1,0,,,,,,Instr1,
3,1716314800377,21/05/2024 18:06:40,1716314800129,3,21/05/2024 21:06:40,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,21401.799999952316,,,,,0,1,0,,,,,,Instr1,
4,1716314807238,21/05/2024 18:06:47,1716314807198,3,21/05/2024 21:06:47,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,7064.800000000003,,,,,0,1,0,,,,,,AC1,
5,1716314816769,21/05/2024 18:06:56,1716314816741,3,21/05/2024 21:06:56,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,9532.5,,,,,0,1,0,,,,,,Instr2,
6,1716314816860,21/05/2024 18:06:56,1716314816745,3,21/05/2024 21:06:56,142922,38,task-ba8o,,37774418,BLIND,11127372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,91876,,,,,0,1,0,,,,,,,
1,1716314800376,21/05/2024 18:06:40,1716314800455,3,21/05/2024 21:06:40,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716314820283,21/05/2024 18:07:00,1716314820401,3,21/05/2024 21:07:00,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,19907.5,,,,,0,1,0,,,,,,Instr1,
3,1716314823088,21/05/2024 18:07:03,1716314823210,3,21/05/2024 21:07:03,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,2802.2999999821186,,,,,0,1,0,,,,,,Instr1,
4,1716314849008,21/05/2024 18:07:29,1716314849141,3,21/05/2024 21:07:29,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,25919.100000000002,,,,,0,1,0,,,,,,AC1,
5,1716314854726,21/05/2024 18:07:34,1716314854856,3,21/05/2024 21:07:34,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5701.5,,,,,0,1,0,,,,,,Instr2,
6,1716314854847,21/05/2024 18:07:34,1716314854862,3,21/05/2024 21:07:34,142922,38,task-ba8o,,37774443,BLIND,11127385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1519x730,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,54407,,,,,0,1,0,,,,,,,
1,1716310535534,21/05/2024 16:55:35,1716310534347,3,21/05/2024 19:55:34,142922,38,task-ba8o,,37772961,BLIND,11126909,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x738,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716310580662,21/05/2024 16:56:20,1716310579512,3,21/05/2024 19:56:19,142922,38,task-ba8o,,37772961,BLIND,11126909,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x738,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,45090.89999999991,,,,,0,1,0,,,,,,Instr1,
3,1716310591981,21/05/2024 16:56:31,1716310590842,3,21/05/2024 19:56:30,142922,38,task-ba8o,,37772961,BLIND,11126909,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x738,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,11314.80000000028,,,,,0,1,0,,,,,,Instr1,
4,1716310594788,21/05/2024 16:56:34,1716310593649,3,21/05/2024 19:56:33,142922,38,task-ba8o,,37772961,BLIND,11126909,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x738,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,2799.199999999997,,,,,0,1,0,,,,,,AC1,
5,1716310602494,21/05/2024 16:56:42,1716310601362,3,21/05/2024 19:56:41,142922,38,task-ba8o,,37772961,BLIND,11126909,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1519x738,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7696.700000000186,,,,,0,1,0,,,,,,Instr2,
