Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-bgon,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Manipulation: Spreadsheet
108,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,33,task,Screen 2,ywtl6p,1,continue,,2208.9,2198,2208.9,2208.9,2198,2208.9,1,2208.9,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-210-N.png,
109,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,33,task,Screen 2,ywtl6p,1,response,79,899.3,2198,2209.2,899.3,2198,2209.2,1,899.3,1309.9,0,,Slider,Slider,2,object-12,task,CFD_M-210-N.png,
110,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-046-N.png,
111,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,continue,,2319,2314.7,2319,2319,2314.7,2319,1,2319,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-046-N.png,
112,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,34,task,Screen 2,ywtl6p,1,response,63,1565.3,2314.7,2319.3,1565.3,2314.7,2319.3,1,1565.3,754,0,,Slider,Slider,2,object-12,task,IFD_M-046-N.png,
113,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,info,50,10.1,0,10.1,10.1,0,10.1,1,10.1,0,0,,Slider,Slider,2,object-12,task,IFD_M-113-N.png,
114,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,continue,,2112.4,2098.3,2112.4,2112.4,2098.3,2112.4,1,2112.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-113-N.png,
115,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,35,task,Screen 2,ywtl6p,1,response,72,1132.3,2098.3,2112.9,1132.3,2098.3,2112.9,1,1132.3,980.6,0,,Slider,Slider,2,object-12,task,IFD_M-113-N.png,
116,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-202-N.png,
117,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,continue,,2078.1,2064.8,2078.1,2078.1,2064.8,2078.1,1,2078.1,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-202-N.png,
118,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,36,task,Screen 2,ywtl6p,1,response,72,599.4,2064.8,2078.5,599.4,2064.8,2078.5,1,599.4,1479.1,0,,Slider,Slider,2,object-12,task,CFD_M-202-N.png,
119,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,CFD_M-229-N.png,
120,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,continue,,2117.2,2114.9,2117.2,2117.2,2114.9,2117.2,1,2117.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-229-N.png,
121,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,37,task,Screen 2,ywtl6p,1,response,61,999.1,2114.9,2123.4,999.1,2114.9,2123.4,1,999.1,1124.3,0,,Slider,Slider,2,object-12,task,CFD_M-229-N.png,
122,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,info,50,14.19999999,0,14.19999999,14.19999999,0,14.19999999,1,14.19999999,0,0,,Slider,Slider,2,object-12,task,IFD_M-049-N.png,
123,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,continue,,2102.4,2098.1,2102.4,2102.4,2098.1,2102.4,1,2102.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-049-N.png,
124,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,38,task,Screen 2,ywtl6p,1,response,36,666,2098.1,2102.6,666,2098.1,2102.6,1,666,1436.6,0,,Slider,Slider,2,object-12,task,IFD_M-049-N.png,
125,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,info,50,9.700000003,0,9.700000003,9.700000003,0,9.700000003,1,9.700000003,0,0,,Slider,Slider,2,object-12,task,CFD_M-247-N.png,
126,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,continue,,2576.2,2564.4,2576.2,2576.2,2564.4,2576.2,1,2576.2,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-247-N.png,
127,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,39,task,Screen 2,ywtl6p,1,response,25,699.4,2564.4,2576.6,699.4,2564.4,2576.6,1,699.4,1877.2,0,,Slider,Slider,2,object-12,task,CFD_M-247-N.png,
128,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-033-N.png,
129,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,continue,,2331.1,2314.6,2331.1,2331.1,2314.6,2331.1,1,2331.1,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-033-N.png,
130,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,40,task,Screen 2,ywtl6p,1,response,78,666.2,2314.6,2331.1,666.2,2314.6,2331.1,1,666.2,1664.9,0,,Slider,Slider,2,object-12,task,IFD_M-033-N.png,
131,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,41,task,Screen 2,ywtl6p,1,info,50,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,2,object-12,task,CFD_M-224-N.png,
132,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,41,task,Screen 2,ywtl6p,1,continue,,2120.9,2114.8,2120.9,2120.9,2114.8,2120.9,1,2120.9,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-224-N.png,
133,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,41,task,Screen 2,ywtl6p,1,response,67,815.9,2114.8,2121.3,815.9,2114.8,2121.3,1,815.9,1305.4,0,,Slider,Slider,2,object-12,task,CFD_M-224-N.png,
134,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,42,task,Screen 2,ywtl6p,1,info,50,13.5,0,13.5,13.5,0,13.5,1,13.5,0,0,,Slider,Slider,2,object-12,task,IFD_M-062-N.png,
135,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,42,task,Screen 2,ywtl6p,1,continue,,2334.6,2331.3,2334.6,2334.6,2331.3,2334.6,1,2334.6,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-062-N.png,
136,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,42,task,Screen 2,ywtl6p,1,response,55,666.1,2331.3,2340.3,666.1,2331.3,2340.3,1,666.1,1674.2,0,,Slider,Slider,2,object-12,task,IFD_M-062-N.png,
137,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,43,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-246-N.png,
138,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,43,task,Screen 2,ywtl6p,1,continue,,2699.7,2697.6,2699.7,2699.7,2697.6,2699.7,1,2699.7,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-246-N.png,
139,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,43,task,Screen 2,ywtl6p,1,response,79,1149.1,2697.6,2699.9,1149.1,2697.6,2699.9,1,1149.1,1550.8,0,,Slider,Slider,2,object-12,task,CFD_M-246-N.png,
140,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,44,task,Screen 2,ywtl6p,1,info,50,7.599999997,0,7.599999997,7.599999997,0,7.599999997,1,7.599999997,0,0,,Slider,Slider,2,object-12,task,CFD_M-211-N.png,
141,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,44,task,Screen 2,ywtl6p,1,continue,,2273.5,2264.8,2273.5,2273.5,2264.8,2273.5,1,2273.5,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-211-N.png,
142,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,44,task,Screen 2,ywtl6p,1,response,76,766.1,2264.8,2273.9,766.1,2264.8,2273.9,1,766.1,1507.8,0,,Slider,Slider,2,object-12,task,CFD_M-211-N.png,
143,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,45,task,Screen 2,ywtl6p,1,info,50,14.2,0,14.2,14.2,0,14.2,1,14.2,0,0,,Slider,Slider,2,object-12,task,IFD_M-075-N.png,
144,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,45,task,Screen 2,ywtl6p,1,continue,,2125,2114.9,2125,2125,2114.9,2125,1,2125,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-075-N.png,
145,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,45,task,Screen 2,ywtl6p,1,response,79,533,2114.9,2125.6,533,2114.9,2125.6,1,533,1592.6,0,,Slider,Slider,2,object-12,task,IFD_M-075-N.png,
146,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,46,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,CFD_M-218-N.png,
147,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,46,task,Screen 2,ywtl6p,1,continue,,2262.5,2248.1,2262.5,2262.5,2248.1,2262.5,1,2262.5,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-218-N.png,
148,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,46,task,Screen 2,ywtl6p,1,response,28,682.7,2248.1,2263.1,682.7,2248.1,2263.1,1,682.7,1580.4,0,,Slider,Slider,2,object-12,task,CFD_M-218-N.png,
149,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,47,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-230-N.png,
150,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,47,task,Screen 2,ywtl6p,1,continue,,2477.6,2464.4,2477.6,2477.6,2464.4,2477.6,1,2477.6,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-230-N.png,
151,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,47,task,Screen 2,ywtl6p,1,response,72,915.7,2464.4,2481.1,915.7,2464.4,2481.1,1,915.7,1565.4,0,,Slider,Slider,2,object-12,task,CFD_M-230-N.png,
152,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,48,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,IFD_M-086-N.png,
153,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,48,task,Screen 2,ywtl6p,1,continue,,2189.8,2181.4,2189.8,2189.8,2181.4,2189.8,1,2189.8,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-086-N.png,
154,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,48,task,Screen 2,ywtl6p,1,response,60,532.7,2181.4,2190,532.7,2181.4,2190,1,532.7,1657.3,0,,Slider,Slider,2,object-12,task,IFD_M-086-N.png,
155,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,49,task,Screen 2,ywtl6p,1,info,50,14.79999999,0,14.79999999,14.79999999,0,14.79999999,1,14.79999999,0,0,,Slider,Slider,2,object-12,task,CFD_M-212-N.png,
156,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,49,task,Screen 2,ywtl6p,1,continue,,2120,2114.9,2120,2120,2114.9,2120,1,2120,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-212-N.png,
157,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,49,task,Screen 2,ywtl6p,1,response,31,566.2,2114.9,2120.4,566.2,2114.9,2120.4,1,566.2,1554.2,0,,Slider,Slider,2,object-12,task,CFD_M-212-N.png,
158,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,50,task,Screen 2,ywtl6p,1,info,50,11.8,0,11.8,11.8,0,11.8,1,11.8,0,0,,Slider,Slider,2,object-12,task,IFD_M-045-N.png,
159,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,50,task,Screen 2,ywtl6p,1,continue,,2436.9,2431.1,2436.9,2436.9,2431.1,2436.9,1,2436.9,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-045-N.png,
160,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,50,task,Screen 2,ywtl6p,1,response,72,1765,2431.1,2437.3,1765,2431.1,2437.3,1,1765,672.3,0,,Slider,Slider,2,object-12,task,IFD_M-045-N.png,
161,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,51,task,Screen 2,ywtl6p,1,info,50,11.29999999,0,11.29999999,11.29999999,0,11.29999999,1,11.29999999,0,0,,Slider,Slider,2,object-12,task,IFD_M-105-N.png,
162,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,51,task,Screen 2,ywtl6p,1,continue,,2150.5,2148.3,2150.5,2150.5,2148.3,2150.5,1,2150.5,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-105-N.png,
163,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,51,task,Screen 2,ywtl6p,1,response,63,1165.7,2148.3,2151,1165.7,2148.3,2151,1,1165.7,985.3,0,,Slider,Slider,2,object-12,task,IFD_M-105-N.png,
164,1.71E+12,11/04/2024 9:46,1.71E+12,3,11/04/2024 15:46,142922,11,task-drsy,,36921825,,11022729,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,52,task,Screen 2,ywtl6p,1,info,50,8.299999991,0,8.299999991,8.299999991,0,8.299999991,1,8.299999991,0,0,,Slider,Slider,2,object-12,task,CFD_M-251-N.png,
